"Date";"District";"Ag_Neg";"Ag_Pos";"Total"
2020-11-07;"Okres Dolný Kubín";356;2;358
2020-11-07;"Okres Dunajská Streda";2303;46;2349
2020-11-07;"Okres Galanta";709;2;711
2020-11-07;"Okres Humenné";250;2;252
2020-11-07;"Okres Ilava";32;0;32
2020-11-07;"Okres Kežmarok";459;5;464
2020-11-07;"Okres Komárno";10;1;11
2020-11-07;"Okres Košice - okolie";17;0;17
2020-11-07;"Okres Košice I";135;0;135
2020-11-07;"Okres Košice II";78;0;78
2020-11-07;"Okres Košice III";0;0;0
2020-11-07;"Okres Košice IV";1285;6;1291
2020-11-07;"Okres Krupina";373;32;405
2020-11-07;"Okres Levice";471;0;471
2020-11-07;"Okres Levoča";892;11;903
2020-11-07;"Okres Liptovský Mikuláš";354;11;365
2020-11-07;"Okres Lučenec";252;1;253
2020-11-07;"Okres Martin";23;0;23
2020-11-07;"Okres Michalovce";574;2;576
2020-11-07;"Okres Myjava";535;4;539
2020-11-07;"Okres Nitra";397;1;398
2020-11-07;"Okres Nové Mesto nad Váhom";613;1;614
2020-11-07;"Okres Nové Zámky";49;0;49
2020-11-07;"Okres Partizánske";74;3;77
2020-11-07;"Okres Pezinok";32;0;32
2020-11-07;"Okres Piešťany";820;7;827
2020-11-07;"Okres Poprad";2922;26;2948
2020-11-07;"Okres Považská Bystrica";943;15;958
2020-11-07;"Okres Prešov";2240;22;2262
2020-11-07;"Okres Prievidza";785;13;798
2020-11-07;"Okres Púchov";52;8;60
2020-11-07;"Okres Revúca";73;0;73
2020-11-07;"Okres Rimavská Sobota";600;5;605
2020-11-07;"Okres Rožňava";3;0;3
2020-11-07;"Okres Ružomberok";4635;30;4665
2020-11-07;"Okres Senica";288;2;290
2020-11-07;"Okres Skalica";1721;11;1732
2020-11-07;"Okres Snina";444;2;446
2020-11-07;"Okres Sobrance";159;1;160
2020-11-07;"Okres Spišská Nová Ves";1641;13;1654
2020-11-07;"Okres Stará Ľubovňa";41;0;41
2020-11-07;"Okres Stropkov";301;0;301
2020-11-07;"Okres Svidník";867;11;878
2020-11-07;"Okres Topoľčany";34;1;35
2020-11-07;"Okres Trebišov";17;0;17
2020-11-07;"Okres Trenčín";618;14;632
2020-11-07;"Okres Trnava";229;6;235
2020-11-07;"Okres Tvrdošín";73;2;75
2020-11-07;"Okres Zlaté Moravce";85;1;86
2020-11-07;"Okres Zvolen";1363;8;1371
2020-11-07;"Okres Žiar nad Hronom";634;0;634
2020-11-07;"Okres Žilina";1604;17;1621
2020-11-07;NA;442;0;442
2020-11-08;"Okres Bánovce nad Bebravou";3;0;3
2020-11-08;"Okres Banská Bystrica";4;1;5
2020-11-08;"Okres Bratislava I";110;1;111
2020-11-08;"Okres Bratislava II";187;5;192
2020-11-08;"Okres Bratislava III";240;0;240
2020-11-08;"Okres Bratislava IV";2;0;2
2020-11-08;"Okres Bratislava V";134;0;134
2020-11-08;"Okres Brezno";170;11;181
2020-11-08;"Okres Dolný Kubín";82;2;84
2020-11-08;"Okres Galanta";22;0;22
2020-11-08;"Okres Humenné";2;0;2
2020-11-08;"Okres Ilava";0;0;0
2020-11-08;"Okres Kežmarok";1400;14;1414
2020-11-08;"Okres Komárno";12;2;14
2020-11-08;"Okres Košice - okolie";4;0;4
2020-11-08;"Okres Košice I";0;0;0
2020-11-08;"Okres Košice II";782;3;785
2020-11-08;"Okres Košice IV";95;0;95
2020-11-08;"Okres Levice";1178;24;1202
2020-11-08;"Okres Lučenec";470;1;471
2020-11-08;"Okres Malacky";191;0;191
2020-11-08;"Okres Martin";2148;34;2182
2020-11-08;"Okres Michalovce";192;4;196
2020-11-08;"Okres Myjava";48;0;48
2020-11-08;"Okres Námestovo";13;0;13
2020-11-08;"Okres Nitra";267;6;273
2020-11-08;"Okres Nové Mesto nad Váhom";251;1;252
2020-11-08;"Okres Partizánske";11;2;13
2020-11-08;"Okres Pezinok";5;0;5
2020-11-08;"Okres Piešťany";37;1;38
2020-11-08;"Okres Poprad";139;3;142
2020-11-08;"Okres Považská Bystrica";217;4;221
2020-11-08;"Okres Prešov";1229;11;1240
2020-11-08;"Okres Prievidza";354;1;355
2020-11-08;"Okres Revúca";159;0;159
2020-11-08;"Okres Rimavská Sobota";39;0;39
2020-11-08;"Okres Rožňava";8;0;8
2020-11-08;"Okres Ružomberok";3;0;3
2020-11-08;"Okres Senica";94;0;94
2020-11-08;"Okres Skalica";214;0;214
2020-11-08;"Okres Snina";38;4;42
2020-11-08;"Okres Spišská Nová Ves";224;1;225
2020-11-08;"Okres Stará Ľubovňa";9;0;9
2020-11-08;"Okres Šaľa";0;0;0
2020-11-08;"Okres Topoľčany";5;0;5
2020-11-08;"Okres Trebišov";1;0;1
2020-11-08;"Okres Trenčín";387;0;387
2020-11-08;"Okres Trnava";33;3;36
2020-11-08;"Okres Tvrdošín";260;0;260
2020-11-08;"Okres Zvolen";139;3;142
2020-11-08;"Okres Žilina";32;1;33
2020-11-08;NA;385;0;385
2020-11-09;"Okres Bánovce nad Bebravou";4;1;5
2020-11-09;"Okres Banská Bystrica";60;5;65
2020-11-09;"Okres Bardejov";10;1;11
2020-11-09;"Okres Bratislava I";143;7;150
2020-11-09;"Okres Bratislava II";128;0;128
2020-11-09;"Okres Bratislava III";118;1;119
2020-11-09;"Okres Bratislava IV";0;0;0
2020-11-09;"Okres Bratislava V";48;0;48
2020-11-09;"Okres Brezno";868;16;884
2020-11-09;"Okres Čadca";23;9;32
2020-11-09;"Okres Detva";11;0;11
2020-11-09;"Okres Dolný Kubín";14;0;14
2020-11-09;"Okres Dunajská Streda";45;9;54
2020-11-09;"Okres Galanta";7;8;15
2020-11-09;"Okres Hlohovec";2;0;2
2020-11-09;"Okres Humenné";833;3;836
2020-11-09;"Okres Ilava";5;0;5
2020-11-09;"Okres Kežmarok";4;0;4
2020-11-09;"Okres Komárno";132;10;142
2020-11-09;"Okres Košice I";0;0;0
2020-11-09;"Okres Košice II";123;0;123
2020-11-09;"Okres Košice III";0;0;0
2020-11-09;"Okres Košice IV";3;1;4
2020-11-09;"Okres Krupina";5;0;5
2020-11-09;"Okres Levice";919;17;936
2020-11-09;"Okres Liptovský Mikuláš";72;0;72
2020-11-09;"Okres Lučenec";109;0;109
2020-11-09;"Okres Malacky";157;0;157
2020-11-09;"Okres Martin";33;1;34
2020-11-09;"Okres Michalovce";81;3;84
2020-11-09;"Okres Námestovo";3;0;3
2020-11-09;"Okres Nitra";7;0;7
2020-11-09;"Okres Nové Mesto nad Váhom";0;1;1
2020-11-09;"Okres Nové Zámky";532;5;537
2020-11-09;"Okres Partizánske";1150;38;1188
2020-11-09;"Okres Pezinok";15;0;15
2020-11-09;"Okres Piešťany";21;0;21
2020-11-09;"Okres Poprad";885;906;1791
2020-11-09;"Okres Prešov";611;3;614
2020-11-09;"Okres Prievidza";57;8;65
2020-11-09;"Okres Púchov";5;0;5
2020-11-09;"Okres Revúca";6;0;6
2020-11-09;"Okres Rimavská Sobota";29;0;29
2020-11-09;"Okres Rožňava";0;12;12
2020-11-09;"Okres Ružomberok";4;0;4
2020-11-09;"Okres Snina";7;3;10
2020-11-09;"Okres Sobrance";1;0;1
2020-11-09;"Okres Spišská Nová Ves";159;0;159
2020-11-09;"Okres Stará Ľubovňa";6;0;6
2020-11-09;"Okres Svidník";4;0;4
2020-11-09;"Okres Topoľčany";1546;11;1557
2020-11-09;"Okres Trebišov";13;1;14
2020-11-09;"Okres Trenčín";186;0;186
2020-11-09;"Okres Trnava";294;6;300
2020-11-09;"Okres Tvrdošín";620;9;629
2020-11-09;"Okres Veľký Krtíš";11;1;12
2020-11-09;"Okres Vranov nad Topľou";1752;29;1781
2020-11-09;"Okres Zvolen";1177;7;1184
2020-11-09;"Okres Žarnovica";371;2;373
2020-11-09;"Okres Žiar nad Hronom";31;0;31
2020-11-09;"Okres Žilina";1566;11;1577
2020-11-09;NA;1471;9;1480
2020-11-10;"Okres Bánovce nad Bebravou";4;0;4
2020-11-10;"Okres Banská Bystrica";49;0;49
2020-11-10;"Okres Bardejov";17;0;17
2020-11-10;"Okres Bratislava I";94;5;99
2020-11-10;"Okres Bratislava II";180;6;186
2020-11-10;"Okres Bratislava III";440;3;443
2020-11-10;"Okres Bratislava IV";28;0;28
2020-11-10;"Okres Bratislava V";37;0;37
2020-11-10;"Okres Brezno";54;17;71
2020-11-10;"Okres Čadca";9;1;10
2020-11-10;"Okres Dolný Kubín";6;2;8
2020-11-10;"Okres Dunajská Streda";31;11;42
2020-11-10;"Okres Galanta";9;0;9
2020-11-10;"Okres Humenné";3;0;3
2020-11-10;"Okres Ilava";1;0;1
2020-11-10;"Okres Kežmarok";4;0;4
2020-11-10;"Okres Komárno";68;3;71
2020-11-10;"Okres Košice I";278;1;279
2020-11-10;"Okres Košice II";133;2;135
2020-11-10;"Okres Košice IV";43;0;43
2020-11-10;"Okres Krupina";7;0;7
2020-11-10;"Okres Kysucké Nové Mesto";0;0;0
2020-11-10;"Okres Levoča";13;3;16
2020-11-10;"Okres Liptovský Mikuláš";1;0;1
2020-11-10;"Okres Lučenec";15;0;15
2020-11-10;"Okres Malacky";7;0;7
2020-11-10;"Okres Martin";481;6;487
2020-11-10;"Okres Michalovce";20;3;23
2020-11-10;"Okres Myjava";20;0;20
2020-11-10;"Okres Nitra";1355;28;1383
2020-11-10;"Okres Nové Zámky";570;2;572
2020-11-10;"Okres Partizánske";28;4;32
2020-11-10;"Okres Pezinok";19;0;19
2020-11-10;"Okres Piešťany";470;14;484
2020-11-10;"Okres Poltár";125;0;125
2020-11-10;"Okres Poprad";34;2;36
2020-11-10;"Okres Prešov";28;1;29
2020-11-10;"Okres Prievidza";30;2;32
2020-11-10;"Okres Púchov";1;0;1
2020-11-10;"Okres Revúca";121;0;121
2020-11-10;"Okres Rimavská Sobota";52;1;53
2020-11-10;"Okres Rožňava";18;0;18
2020-11-10;"Okres Ružomberok";5;0;5
2020-11-10;"Okres Skalica";32;0;32
2020-11-10;"Okres Snina";77;1;78
2020-11-10;"Okres Sobrance";0;0;0
2020-11-10;"Okres Spišská Nová Ves";18;4;22
2020-11-10;"Okres Stará Ľubovňa";17;2;19
2020-11-10;"Okres Svidník";4;0;4
2020-11-10;"Okres Topoľčany";159;5;164
2020-11-10;"Okres Trebišov";31;1;32
2020-11-10;"Okres Trenčín";22;0;22
2020-11-10;"Okres Trnava";347;5;352
2020-11-10;"Okres Veľký Krtíš";4;0;4
2020-11-10;"Okres Vranov nad Topľou";0;0;0
2020-11-10;"Okres Zlaté Moravce";471;1;472
2020-11-10;"Okres Zvolen";22;0;22
2020-11-10;"Okres Žiar nad Hronom";14;0;14
2020-11-10;"Okres Žilina";17;0;17
2020-11-10;NA;209;4;213
2020-11-11;"Okres Bánovce nad Bebravou";4;2;6
2020-11-11;"Okres Banská Bystrica";42;0;42
2020-11-11;"Okres Bardejov";27;2;29
2020-11-11;"Okres Bratislava I";42;2;44
2020-11-11;"Okres Bratislava II";654;4;658
2020-11-11;"Okres Bratislava III";73;2;75
2020-11-11;"Okres Bratislava V";629;4;633
2020-11-11;"Okres Brezno";0;0;0
2020-11-11;"Okres Dolný Kubín";14;1;15
2020-11-11;"Okres Dunajská Streda";6;2;8
2020-11-11;"Okres Galanta";4;0;4
2020-11-11;"Okres Hlohovec";0;0;0
2020-11-11;"Okres Humenné";2;0;2
2020-11-11;"Okres Kežmarok";8;0;8
2020-11-11;"Okres Komárno";69;2;71
2020-11-11;"Okres Košice I";343;1;344
2020-11-11;"Okres Košice II";101;0;101
2020-11-11;"Okres Košice IV";50;0;50
2020-11-11;"Okres Krupina";6;0;6
2020-11-11;"Okres Kysucké Nové Mesto";4;0;4
2020-11-11;"Okres Levice";212;4;216
2020-11-11;"Okres Levoča";13;7;20
2020-11-11;"Okres Liptovský Mikuláš";0;0;0
2020-11-11;"Okres Lučenec";21;0;21
2020-11-11;"Okres Malacky";3;0;3
2020-11-11;"Okres Martin";10;0;10
2020-11-11;"Okres Michalovce";21;2;23
2020-11-11;"Okres Myjava";13;0;13
2020-11-11;"Okres Nitra";502;12;514
2020-11-11;"Okres Nové Zámky";457;3;460
2020-11-11;"Okres Partizánske";21;3;24
2020-11-11;"Okres Pezinok";25;0;25
2020-11-11;"Okres Piešťany";23;0;23
2020-11-11;"Okres Poprad";63;4;67
2020-11-11;"Okres Prešov";30;0;30
2020-11-11;"Okres Prievidza";23;1;24
2020-11-11;"Okres Revúca";195;2;197
2020-11-11;"Okres Rimavská Sobota";91;2;93
2020-11-11;"Okres Rožňava";12;0;12
2020-11-11;"Okres Ružomberok";4;0;4
2020-11-11;"Okres Senec";3;0;3
2020-11-11;"Okres Skalica";7;1;8
2020-11-11;"Okres Snina";7;1;8
2020-11-11;"Okres Sobrance";2;0;2
2020-11-11;"Okres Spišská Nová Ves";21;1;22
2020-11-11;"Okres Stará Ľubovňa";11;1;12
2020-11-11;"Okres Topoľčany";7;1;8
2020-11-11;"Okres Trebišov";43;3;46
2020-11-11;"Okres Trenčín";52;4;56
2020-11-11;"Okres Trnava";352;12;364
2020-11-11;"Okres Turčianske Teplice";41;0;41
2020-11-11;"Okres Veľký Krtíš";6;0;6
2020-11-11;"Okres Zvolen";59;3;62
2020-11-11;"Okres Žiar nad Hronom";17;2;19
2020-11-11;"Okres Žilina";74;9;83
2020-11-11;NA;0;1;1
2020-11-12;"Okres Bánovce nad Bebravou";8;0;8
2020-11-12;"Okres Banská Bystrica";112;0;112
2020-11-12;"Okres Bardejov";14;3;17
2020-11-12;"Okres Bratislava I";318;1;319
2020-11-12;"Okres Bratislava II";375;3;378
2020-11-12;"Okres Bratislava III";411;0;411
2020-11-12;"Okres Bratislava V";589;2;591
2020-11-12;"Okres Brezno";108;22;130
2020-11-12;"Okres Dolný Kubín";13;1;14
2020-11-12;"Okres Dunajská Streda";43;10;53
2020-11-12;"Okres Galanta";6;0;6
2020-11-12;"Okres Hlohovec";260;3;263
2020-11-12;"Okres Humenné";18;1;19
2020-11-12;"Okres Kežmarok";30;30;30
2020-11-12;"Okres Komárno";72;4;76
2020-11-12;"Okres Košice I";292;2;294
2020-11-12;"Okres Košice II";50;0;50
2020-11-12;"Okres Košice IV";3;0;3
2020-11-12;"Okres Krupina";2;0;2
2020-11-12;"Okres Levice";163;0;163
2020-11-12;"Okres Levoča";43;2;45
2020-11-12;"Okres Liptovský Mikuláš";6;1;7
2020-11-12;"Okres Lučenec";14;0;14
2020-11-12;"Okres Malacky";3;0;3
2020-11-12;"Okres Martin";18;0;18
2020-11-12;"Okres Michalovce";82;3;85
2020-11-12;"Okres Myjava";13;0;13
2020-11-12;"Okres Nitra";950;31;981
2020-11-12;"Okres Partizánske";9;2;11
2020-11-12;"Okres Pezinok";31;0;31
2020-11-12;"Okres Piešťany";31;0;31
2020-11-12;"Okres Poprad";63;8;71
2020-11-12;"Okres Prešov";35;1;36
2020-11-12;"Okres Prievidza";36;1;37
2020-11-12;"Okres Revúca";152;2;154
2020-11-12;"Okres Rimavská Sobota";98;2;100
2020-11-12;"Okres Rožňava";75;0;75
2020-11-12;"Okres Ružomberok";3;0;3
2020-11-12;"Okres Skalica";11;0;11
2020-11-12;"Okres Snina";4;2;6
2020-11-12;"Okres Sobrance";0;0;0
2020-11-12;"Okres Spišská Nová Ves";39;4;43
2020-11-12;"Okres Stará Ľubovňa";14;3;17
2020-11-12;"Okres Svidník";8;0;8
2020-11-12;"Okres Topoľčany";7;0;7
2020-11-12;"Okres Trebišov";195;4;199
2020-11-12;"Okres Trenčín";58;2;60
2020-11-12;"Okres Trnava";69;5;74
2020-11-12;"Okres Veľký Krtíš";324;1;325
2020-11-12;"Okres Zlaté Moravce";3;0;3
2020-11-12;"Okres Zvolen";27;15;42
2020-11-12;"Okres Žiar nad Hronom";115;2;117
2020-11-12;"Okres Žilina";39;0;39
2020-11-12;NA;1;0;1
2020-11-13;"Okres Bánovce nad Bebravou";12;2;14
2020-11-13;"Okres Banská Bystrica";57;1;58
2020-11-13;"Okres Bardejov";19;1;20
2020-11-13;"Okres Bratislava I";60;1;61
2020-11-13;"Okres Bratislava II";649;12;661
2020-11-13;"Okres Bratislava III";695;6;701
2020-11-13;"Okres Bratislava V";668;2;670
2020-11-13;"Okres Brezno";0;0;0
2020-11-13;"Okres Čadca";31;3;34
2020-11-13;"Okres Dolný Kubín";16;1;17
2020-11-13;"Okres Dunajská Streda";41;3;44
2020-11-13;"Okres Galanta";68;6;74
2020-11-13;"Okres Humenné";10;0;10
2020-11-13;"Okres Ilava";5;0;5
2020-11-13;"Okres Kežmarok";12;0;12
2020-11-13;"Okres Komárno";113;9;122
2020-11-13;"Okres Košice I";278;0;278
2020-11-13;"Okres Košice II";63;1;64
2020-11-13;"Okres Košice IV";12;0;12
2020-11-13;"Okres Krupina";9;4;13
2020-11-13;"Okres Levice";211;9;220
2020-11-13;"Okres Levoča";18;3;21
2020-11-13;"Okres Liptovský Mikuláš";5;1;6
2020-11-13;"Okres Lučenec";12;0;12
2020-11-13;"Okres Malacky";5;0;5
2020-11-13;"Okres Martin";15;0;15
2020-11-13;"Okres Michalovce";33;2;35
2020-11-13;"Okres Myjava";15;4;19
2020-11-13;"Okres Nitra";412;22;434
2020-11-13;"Okres Nové Zámky";184;5;189
2020-11-13;"Okres Partizánske";17;4;21
2020-11-13;"Okres Pezinok";19;0;19
2020-11-13;"Okres Piešťany";743;7;750
2020-11-13;"Okres Poprad";55;2;57
2020-11-13;"Okres Považská Bystrica";3;0;3
2020-11-13;"Okres Prešov";21;0;21
2020-11-13;"Okres Prievidza";33;3;36
2020-11-13;"Okres Revúca";152;1;153
2020-11-13;"Okres Rimavská Sobota";96;0;96
2020-11-13;"Okres Rožňava";63;0;63
2020-11-13;"Okres Ružomberok";5;0;5
2020-11-13;"Okres Skalica";13;1;14
2020-11-13;"Okres Snina";14;1;15
2020-11-13;"Okres Sobrance";1;0;1
2020-11-13;"Okres Spišská Nová Ves";15;21;36
2020-11-13;"Okres Stará Ľubovňa";17;1;18
2020-11-13;"Okres Topoľčany";15;0;15
2020-11-13;"Okres Trebišov";199;5;204
2020-11-13;"Okres Trenčín";46;0;46
2020-11-13;"Okres Trnava";447;4;451
2020-11-13;"Okres Veľký Krtíš";83;0;83
2020-11-13;"Okres Zlaté Moravce";1;1;1
2020-11-13;"Okres Zvolen";48;5;53
2020-11-13;"Okres Žiar nad Hronom";95;0;95
2020-11-13;"Okres Žilina";53;4;57
2020-11-13;NA;5;0;5
2020-11-14;"Okres Bánovce nad Bebravou";6;3;9
2020-11-14;"Okres Banská Bystrica";44;0;44
2020-11-14;"Okres Bratislava I";39;0;39
2020-11-14;"Okres Bratislava II";555;4;559
2020-11-14;"Okres Bratislava III";479;6;485
2020-11-14;"Okres Bratislava V";731;5;736
2020-11-14;"Okres Čadca";7;4;11
2020-11-14;"Okres Galanta";122;1;123
2020-11-14;"Okres Humenné";2;0;2
2020-11-14;"Okres Komárno";78;6;84
2020-11-14;"Okres Košice I";349;4;353
2020-11-14;"Okres Košice IV";2;0;2
2020-11-14;"Okres Krupina";3;0;3
2020-11-14;"Okres Levice";154;0;154
2020-11-14;"Okres Lučenec";16;0;16
2020-11-14;"Okres Michalovce";21;6;27
2020-11-14;"Okres Nitra";153;7;160
2020-11-14;"Okres Nové Mesto nad Váhom";11;1;12
2020-11-14;"Okres Nové Zámky";735;18;753
2020-11-14;"Okres Partizánske";21;4;25
2020-11-14;"Okres Pezinok";30;0;30
2020-11-14;"Okres Piešťany";42;3;45
2020-11-14;"Okres Poprad";39;0;39
2020-11-14;"Okres Považská Bystrica";4;0;4
2020-11-14;"Okres Prievidza";0;0;0
2020-11-14;"Okres Revúca";203;0;203
2020-11-14;"Okres Rožňava";85;0;85
2020-11-14;"Okres Ružomberok";1;0;1
2020-11-14;"Okres Skalica";8;2;10
2020-11-14;"Okres Snina";4;2;6
2020-11-14;"Okres Sobrance";1;0;1
2020-11-14;"Okres Spišská Nová Ves";39;1;40
2020-11-14;"Okres Stará Ľubovňa";9;2;11
2020-11-14;"Okres Topoľčany";11;1;12
2020-11-14;"Okres Trebišov";23;1;24
2020-11-14;"Okres Trenčín";32;3;35
2020-11-14;"Okres Trnava";225;6;231
2020-11-14;"Okres Zvolen";39;2;41
2020-11-14;"Okres Žilina";1030;7;1037
2020-11-15;"Okres Bánovce nad Bebravou";6;1;7
2020-11-15;"Okres Banská Bystrica";52;2;54
2020-11-15;"Okres Bratislava I";9;0;9
2020-11-15;"Okres Bratislava II";16;0;16
2020-11-15;"Okres Bratislava III";209;0;209
2020-11-15;"Okres Čadca";3;0;3
2020-11-15;"Okres Humenné";1;0;1
2020-11-15;"Okres Kežmarok";2;0;2
2020-11-15;"Okres Komárno";11;2;13
2020-11-15;"Okres Košice I";278;4;282
2020-11-15;"Okres Košice IV";0;0;0
2020-11-15;"Okres Krupina";1;0;1
2020-11-15;"Okres Levice";159;2;161
2020-11-15;"Okres Lučenec";9;0;9
2020-11-15;"Okres Michalovce";17;2;19
2020-11-15;"Okres Nitra";0;1;1
2020-11-15;"Okres Nové Mesto nad Váhom";6;1;7
2020-11-15;"Okres Partizánske";17;4;21
2020-11-15;"Okres Pezinok";2;0;2
2020-11-15;"Okres Piešťany";20;1;21
2020-11-15;"Okres Poprad";15;0;15
2020-11-15;"Okres Revúca";228;2;230
2020-11-15;"Okres Ružomberok";7;0;7
2020-11-15;"Okres Skalica";8;1;9
2020-11-15;"Okres Snina";8;2;10
2020-11-15;"Okres Sobrance";2;0;2
2020-11-15;"Okres Spišská Nová Ves";31;1;32
2020-11-15;"Okres Stará Ľubovňa";13;2;15
2020-11-15;"Okres Topoľčany";10;0;10
2020-11-15;"Okres Trebišov";10;0;10
2020-11-15;"Okres Trnava";45;2;47
2020-11-15;"Okres Zvolen";11;0;11
2020-11-15;"Okres Žilina";3;0;3
2020-11-15;NA;3;3;3
2020-11-16;"Okres Bánovce nad Bebravou";36;8;44
2020-11-16;"Okres Banská Bystrica";55;0;55
2020-11-16;"Okres Bardejov";18;2;20
2020-11-16;"Okres Bratislava I";86;2;88
2020-11-16;"Okres Bratislava II";310;4;314
2020-11-16;"Okres Bratislava III";152;1;153
2020-11-16;"Okres Bratislava V";94;0;94
2020-11-16;"Okres Brezno";65;14;79
2020-11-16;"Okres Čadca";16;6;22
2020-11-16;"Okres Detva";37;3;40
2020-11-16;"Okres Dolný Kubín";41;2;43
2020-11-16;"Okres Dunajská Streda";426;13;439
2020-11-16;"Okres Galanta";14;3;17
2020-11-16;"Okres Hlohovec";0;0;0
2020-11-16;"Okres Humenné";1;0;1
2020-11-16;"Okres Ilava";13;17;30
2020-11-16;"Okres Kežmarok";6;0;6
2020-11-16;"Okres Komárno";38;4;42
2020-11-16;"Okres Košice I";255;6;261
2020-11-16;"Okres Košice II";103;8;111
2020-11-16;"Okres Košice IV";5;0;5
2020-11-16;"Okres Krupina";1;0;1
2020-11-16;"Okres Levice";260;4;264
2020-11-16;"Okres Levoča";54;3;57
2020-11-16;"Okres Liptovský Mikuláš";7;0;7
2020-11-16;"Okres Lučenec";27;2;29
2020-11-16;"Okres Malacky";2;0;2
2020-11-16;"Okres Martin";80;6;86
2020-11-16;"Okres Michalovce";21;4;25
2020-11-16;"Okres Myjava";6;1;7
2020-11-16;"Okres Nitra";653;35;688
2020-11-16;"Okres Nové Mesto nad Váhom";3;1;4
2020-11-16;"Okres Nové Zámky";619;30;649
2020-11-16;"Okres Partizánske";32;8;40
2020-11-16;"Okres Pezinok";7;0;7
2020-11-16;"Okres Piešťany";17;3;20
2020-11-16;"Okres Poltár";0;0;0
2020-11-16;"Okres Poprad";168;29;197
2020-11-16;"Okres Považská Bystrica";3;0;3
2020-11-16;"Okres Prešov";127;11;138
2020-11-16;"Okres Prievidza";83;9;92
2020-11-16;"Okres Púchov";35;0;35
2020-11-16;"Okres Revúca";33;0;33
2020-11-16;"Okres Rimavská Sobota";21;0;21
2020-11-16;"Okres Rožňava";112;3;115
2020-11-16;"Okres Ružomberok";4;0;4
2020-11-16;"Okres Senec";0;2;2
2020-11-16;"Okres Skalica";8;1;9
2020-11-16;"Okres Snina";0;0;0
2020-11-16;"Okres Sobrance";1;0;1
2020-11-16;"Okres Spišská Nová Ves";20;2;22
2020-11-16;"Okres Stará Ľubovňa";8;6;14
2020-11-16;"Okres Topoľčany";6;0;6
2020-11-16;"Okres Trebišov";14;1;15
2020-11-16;"Okres Trenčín";25;1;26
2020-11-16;"Okres Trnava";217;12;229
2020-11-16;"Okres Veľký Krtíš";101;0;101
2020-11-16;"Okres Zlaté Moravce";260;2;262
2020-11-16;"Okres Zvolen";19;1;20
2020-11-16;"Okres Žarnovica";0;0;0
2020-11-16;"Okres Žiar nad Hronom";25;2;27
2020-11-16;"Okres Žilina";99;1;100
2020-11-16;NA;7;0;7
2020-11-17;"Okres Banská Bystrica";169;16;185
2020-11-17;"Okres Bratislava I";63;0;63
2020-11-17;"Okres Bratislava II";450;9;459
2020-11-17;"Okres Bratislava III";16;2;18
2020-11-17;"Okres Bratislava V";231;7;238
2020-11-17;"Okres Čadca";295;15;310
2020-11-17;"Okres Galanta";151;19;170
2020-11-17;"Okres Humenné";1;0;1
2020-11-17;"Okres Komárno";98;8;106
2020-11-17;"Okres Košice I";6;0;6
2020-11-17;"Okres Košice IV";1;0;1
2020-11-17;"Okres Krupina";1;0;1
2020-11-17;"Okres Levice";91;5;96
2020-11-17;"Okres Levoča";53;7;60
2020-11-17;"Okres Lučenec";10;1;11
2020-11-17;"Okres Malacky";9;0;9
2020-11-17;"Okres Michalovce";28;7;35
2020-11-17;"Okres Myjava";25;6;31
2020-11-17;"Okres Nitra";394;16;410
2020-11-17;"Okres Nové Mesto nad Váhom";14;1;15
2020-11-17;"Okres Partizánske";24;4;28
2020-11-17;"Okres Pezinok";159;5;164
2020-11-17;"Okres Piešťany";381;13;394
2020-11-17;"Okres Poprad";27;4;31
2020-11-17;"Okres Prešov";23;2;25
2020-11-17;"Okres Prievidza";0;0;0
2020-11-17;"Okres Revúca";197;0;197
2020-11-17;"Okres Rimavská Sobota";120;9;129
2020-11-17;"Okres Ružomberok";4;0;4
2020-11-17;"Okres Skalica";10;2;12
2020-11-17;"Okres Snina";0;0;0
2020-11-17;"Okres Sobrance";3;0;3
2020-11-17;"Okres Spišská Nová Ves";44;2;46
2020-11-17;"Okres Stará Ľubovňa";10;0;10
2020-11-17;"Okres Topoľčany";13;0;13
2020-11-17;"Okres Trenčín";43;4;48
2020-11-17;"Okres Trnava";163;40;203
2020-11-17;"Okres Vranov nad Topľou";37;4;41
2020-11-17;"Okres Zvolen";81;9;90
2020-11-17;"Okres Žilina";191;0;191
2020-11-17;NA;5;1;6
2020-11-18;"Okres Bánovce nad Bebravou";83;21;104
2020-11-18;"Okres Banská Bystrica";73;2;75
2020-11-18;"Okres Bardejov";42;5;47
2020-11-18;"Okres Bratislava I";58;1;59
2020-11-18;"Okres Bratislava II";275;9;284
2020-11-18;"Okres Bratislava III";36;1;37
2020-11-18;"Okres Bratislava V";0;57;57
2020-11-18;"Okres Brezno";193;19;212
2020-11-18;"Okres Čadca";133;7;140
2020-11-18;"Okres Detva";93;12;105
2020-11-18;"Okres Dolný Kubín";27;3;30
2020-11-18;"Okres Dunajská Streda";265;38;303
2020-11-18;"Okres Galanta";5;1;6
2020-11-18;"Okres Hlohovec";0;0;0
2020-11-18;"Okres Humenné";18;0;18
2020-11-18;"Okres Ilava";60;12;72
2020-11-18;"Okres Kežmarok";86;12;98
2020-11-18;"Okres Komárno";92;4;96
2020-11-18;"Okres Košice I";279;6;285
2020-11-18;"Okres Košice II";80;4;84
2020-11-18;"Okres Košice IV";7;0;7
2020-11-18;"Okres Krupina";7;4;11
